date,mean_score,median_score,std_dev,count
2023-12-16,2.64,2.0,2.04,33
2023-12-17,2.79,3.0,1.39,33
2023-12-18,2.82,3.0,1.59,39
2023-12-19,2.43,3.0,1.7,30
2023-12-20,2.31,3.0,1.51,29
2023-12-21,2.89,2.0,2.2,36
2023-12-22,2.31,2.0,1.41,52
2023-12-23,2.48,3.0,1.36,25
2023-12-24,3.18,3.0,2.55,39
2023-12-25,3.5,4.0,1.66,42
2023-12-26,4.22,4.0,1.61,45
2023-12-27,2.73,3.0,1.88,37
2023-12-28,4.28,4.0,2.52,43
2023-12-29,3.42,3.0,1.4,48
2023-12-30,3.6,3.0,2.2,42
2023-12-31,3.92,4.0,1.87,50
2024-01-01,3.87,3.5,2.41,38
2024-01-02,2.61,2.0,2.22,31
2024-01-03,4.05,4.0,1.41,37
2024-01-04,2.77,2.0,1.59,35
2024-01-05,3.13,3.0,1.66,30
2024-01-06,2.55,2.0,1.77,22
2024-01-07,3.07,3.0,2.05,30
2024-01-08,3.08,3.0,1.75,25
2024-01-09,3.25,3.0,2.24,20
2024-01-10,3.64,3.0,2.13,33
2024-01-11,3.05,3.0,1.91,41
2024-01-12,3.85,4.0,2.06,33
2024-01-13,1.85,2.0,1.16,34
2024-01-14,3.06,3.0,2.49,34
2024-01-15,3.07,2.5,2.42,28
2024-01-16,2.98,3.0,1.64,41
2024-01-17,2.96,3.0,2.03,24
2024-01-18,3.0,3.0,2.3,29
2024-01-19,2.79,3.0,1.78,56
2024-01-20,3.06,3.0,1.58,48
2024-01-21,2.43,2.0,1.21,21
2024-01-22,3.85,4.0,1.88,27
2024-01-23,3.41,4.0,1.79,34
2024-01-24,2.84,2.0,1.92,31
2024-01-25,2.77,2.5,1.8,22
2024-01-26,2.72,2.0,1.31,29
2024-01-27,3.2,3.0,2.04,20
2024-01-28,3.53,4.0,1.54,34
2024-01-29,3.44,3.0,1.42,27
2024-01-30,3.25,3.0,1.6,28
2024-01-31,3.38,3.0,1.53,37
2024-02-01,3.06,3.0,1.86,62
2024-02-02,3.25,3.0,1.98,32
2024-02-03,3.12,3.0,1.39,32
2024-02-04,2.46,3.0,1.61,24
2024-02-05,2.55,2.0,1.48,29
2024-02-06,3.16,3.0,1.73,31
2024-02-07,3.29,3.0,1.57,34
2024-02-08,2.7,2.0,1.56,40
2024-02-09,2.68,2.0,2.01,31
2024-02-10,3.25,3.0,1.71,40
2024-02-11,3.35,3.5,2.04,26
2024-02-12,2.75,3.0,1.66,36
2024-02-13,3.45,4.0,1.77,31
2024-02-14,3.86,4.0,2.04,36
2024-02-15,3.66,3.0,2.06,47
2024-02-16,3.8,4.0,1.5,51
2024-02-17,3.81,4.0,2.45,43
2024-02-18,3.55,4.0,2.1,44
2024-02-19,3.02,3.0,2.03,47
2024-02-20,3.33,4.0,2.07,46
2024-02-21,3.1,3.0,2.12,41
2024-02-22,2.95,3.0,1.83,56
2024-02-23,2.65,2.0,1.72,54
2024-02-24,3.12,3.0,1.86,60
2024-02-25,3.46,4.0,1.79,39
2024-02-26,3.31,2.5,2.33,32
2024-02-27,3.56,3.5,1.98,18
2024-02-28,4.23,3.0,2.76,30
2024-02-29,3.14,3.5,1.63,28
2024-03-01,3.2,3.0,1.29,50
2024-03-02,3.53,3.0,1.91,78
2024-03-03,3.14,3.0,1.43,28
2024-03-04,3.41,4.0,2.21,32
2024-03-05,2.82,3.0,1.26,22
2024-03-06,3.2,3.5,1.83,30
2024-03-07,3.03,3.0,2.02,38
2024-03-08,3.05,2.0,2.38,38
2024-03-09,3.03,3.0,2.05,37
2024-03-10,3.05,3.0,1.75,38
2024-03-11,4.36,4.5,1.65,78
2024-03-12,4.13,4.0,2.49,30
2024-03-13,3.55,3.0,1.92,29
2024-03-14,2.98,3.0,1.97,41
2024-03-15,3.8,4.0,2.44,30
2024-03-16,3.45,4.0,2.16,29
2024-03-17,3.9,4.0,2.37,29
2024-03-18,3.1,3.0,1.74,31
2024-03-19,2.92,3.0,1.44,25
2024-03-20,2.71,2.0,1.87,31
2024-03-21,4.93,4.0,2.07,27
2024-03-22,5.16,4.0,2.28,31
2024-03-23,5.0,4.5,2.42,30
2024-03-24,4.42,4.0,2.53,36
2024-03-25,3.6,4.0,2.28,30
2024-03-26,2.88,3.0,1.5,32
2024-03-27,3.17,3.0,2.08,41
2024-03-28,3.29,3.0,2.18,38
2024-03-29,3.86,3.0,2.13,35
2024-03-30,3.57,3.0,2.46,37
2024-03-31,3.6,4.0,1.57,20
2024-04-01,3.25,3.5,1.7,32
2024-04-02,2.93,3.0,1.69,29
2024-04-03,3.64,3.0,2.02,74
2024-04-04,4.03,4.0,2.22,35
2024-04-05,3.78,4.0,1.63,82
2024-04-06,4.4,4.0,2.56,105
2024-04-07,3.13,3.0,2.3,30
2024-04-08,3.27,4.0,1.73,26
2024-04-09,3.24,3.0,1.54,25
2024-04-10,3.03,3.0,1.79,30
2024-04-11,3.47,4.0,1.73,36
2024-04-12,3.33,3.0,2.11,36
2024-04-13,3.75,3.5,1.65,60
2024-04-14,4.76,4.0,2.36,29
2024-04-15,2.67,2.5,1.65,30
2024-04-16,3.03,3.0,1.56,36
2024-04-17,3.21,3.0,1.8,29
2024-04-18,3.62,4.0,1.48,37
2024-04-19,3.88,4.0,1.84,48
2024-04-20,2.59,2.0,1.57,37
2024-04-21,3.16,3.0,1.7,31
2024-04-22,3.09,3.0,1.89,33
2024-04-23,3.8,4.5,1.97,44
2024-04-24,3.48,4.0,1.97,33
2024-04-25,3.23,3.5,1.8,22
2024-04-26,4.14,4.0,1.51,42
2024-04-27,3.18,3.0,1.35,39
2024-04-28,2.54,2.0,1.5,24
2024-04-29,2.64,2.0,1.65,22
2024-04-30,3.62,4.0,1.1,24
2024-05-01,3.64,4.0,1.92,22
2024-05-02,3.68,3.0,2.17,31
2024-05-03,3.58,3.0,1.98,43
2024-05-04,3.12,3.0,1.73,40
2024-05-05,4.36,4.0,2.8,28
2024-05-06,4.04,4.0,2.44,25
2024-05-07,3.64,4.0,2.06,11
2024-05-08,3.58,4.0,1.95,19
2024-05-09,4.13,4.0,1.82,31
2024-05-10,3.37,3.0,1.76,27
2024-05-11,3.0,3.0,1.46,46
2024-05-12,2.57,2.5,1.55,30
2024-05-13,3.24,4.0,1.57,38
2024-05-14,3.31,4.0,1.67,29
2024-05-15,3.68,3.0,1.77,25
2024-05-16,3.84,4.0,1.46,25
2024-05-17,3.2,4.0,1.65,40
2024-05-18,3.25,3.0,1.46,32
2024-05-19,3.15,3.0,1.9,20
2024-05-20,4.87,5.0,2.88,31
2024-05-21,3.63,4.0,2.17,27
2024-05-22,4.31,4.0,1.91,29
2024-05-23,4.09,4.0,1.94,46
2024-05-24,3.07,3.0,1.36,54
2024-05-25,3.19,3.0,2.55,32
2024-05-26,3.26,3.0,1.95,35
2024-05-27,4.12,4.0,1.31,32
2024-05-28,3.62,4.0,1.98,37
2024-05-29,4.05,5.0,1.54,40
2024-05-30,3.0,3.0,2.02,45
2024-05-31,4.38,4.0,1.95,34
2024-06-01,2.97,3.0,1.69,33
2024-06-02,3.07,2.5,2.36,30
2024-06-03,4.61,5.0,2.62,18
2024-06-04,4.85,4.5,3.17,40
2024-06-05,4.49,4.0,2.06,37
2024-06-06,3.46,3.0,2.27,26
2024-06-07,3.76,3.0,2.29,29
2024-06-08,2.71,2.5,1.64,14
2024-06-09,3.28,3.0,2.05,25
2024-06-10,3.2,3.0,2.0,35
2024-06-11,3.29,3.0,2.42,42
2024-06-12,2.72,2.0,1.87,47
2024-06-13,3.3,3.0,2.11,37
2024-06-14,1.91,1.5,1.71,82
2024-06-15,2.56,2.0,1.87,41
2024-06-16,3.0,3.0,1.53,24
2024-06-17,2.74,2.0,2.28,19
2024-06-18,3.4,3.0,2.06,20
2024-06-19,4.05,4.0,1.72,21
2024-06-20,2.94,3.0,1.98,36
2024-06-21,3.66,3.5,1.86,32
2024-06-22,4.84,4.0,2.42,31
2024-06-23,3.88,4.0,1.88,33
2024-06-24,3.13,3.0,2.42,31
2024-06-25,3.91,3.0,2.43,23
2024-06-26,2.83,2.5,1.99,24
2024-06-27,3.7,4.0,2.49,23
2024-06-28,3.8,3.5,1.88,30
2024-06-29,3.26,3.0,2.01,27
2024-06-30,2.58,3.0,1.67,31
2024-07-01,3.19,3.0,1.82,27
2024-07-02,2.69,2.0,1.64,36
2024-07-03,2.9,3.0,1.86,30
2024-07-04,3.03,3.0,2.01,31
2024-07-05,3.18,3.0,2.29,39
2024-07-06,3.16,3.0,1.78,32
2024-07-07,4.67,4.0,2.19,33
2024-07-08,3.76,4.0,1.82,46
2024-07-09,3.69,4.0,1.94,39
2024-07-10,2.24,2.0,1.66,46
2024-07-11,2.9,3.0,1.7,21
2024-07-12,3.15,3.0,2.4,33
2024-07-13,3.25,3.0,1.87,24
2024-07-14,3.18,3.0,1.89,22
2024-07-15,2.61,2.0,1.24,18
2024-07-16,2.58,3.0,1.12,19
2024-07-17,2.9,2.0,2.27,20
2024-07-18,2.39,2.0,1.78,38
2024-07-19,2.75,3.0,1.3,36
2024-07-20,3.33,4.0,1.73,9
2024-07-21,2.59,3.0,1.4,22
2024-07-22,2.5,2.0,1.66,26
2024-07-23,2.82,2.5,1.62,22
2024-07-24,2.82,3.0,1.85,55
2024-07-25,3.58,4.0,1.65,26
2024-07-26,3.03,3.0,1.96,34
2024-07-27,4.39,4.0,1.98,36
2024-07-28,2.68,2.0,2.21,25
2024-07-29,2.79,3.0,1.19,14
2024-07-30,4.19,3.0,2.58,21
2024-07-31,2.0,0.5,2.6,32
2024-08-01,1.72,1.0,1.84,32
2024-08-02,3.58,4.0,1.67,45
2024-08-03,4.54,5.0,1.99,37
2024-08-04,3.44,4.0,1.85,18
2024-08-05,3.28,4.0,1.75,32
2024-08-06,4.42,5.0,1.61,31
2024-08-07,3.46,3.0,1.63,26
2024-08-08,4.35,5.0,2.0,46
2024-08-09,3.37,3.0,1.73,52
2024-08-10,5.21,5.0,2.21,39
2024-08-11,4.44,5.0,2.01,39
2024-08-12,3.64,4.0,1.8,39
2024-08-13,3.85,4.5,1.92,46
2024-08-14,3.59,4.0,1.77,44
2024-08-15,4.56,5.0,2.2,39
2024-08-16,4.54,5.0,2.12,48
2024-08-17,4.27,4.0,1.71,56
2024-08-18,3.35,3.0,1.34,43
2024-08-19,3.32,4.0,1.3,31
2024-08-20,3.44,3.0,1.92,39
2024-08-21,4.12,4.0,2.1,40
2024-08-22,3.14,3.0,2.34,43
2024-08-23,3.11,3.0,2.16,54
2024-08-24,3.36,3.0,1.14,42
2024-08-25,4.27,4.5,2.26,30
2024-08-26,4.1,4.0,2.31,42
2024-08-27,3.23,3.0,1.89,31
2024-08-28,4.03,4.0,1.5,38
2024-08-29,3.15,3.0,1.32,47
2024-08-30,3.44,3.0,1.58,41
2024-08-31,4.6,5.0,1.83,25
2024-09-01,3.67,3.5,1.93,36
2024-09-02,3.91,4.0,1.99,93
2024-09-03,2.65,2.0,1.62,37
2024-09-04,3.11,3.0,1.6,47
2024-09-05,3.33,3.0,1.63,30
2024-09-06,3.69,4.0,2.34,42
2024-09-07,3.13,3.0,1.97,82
2024-09-08,3.35,4.0,1.39,34
2024-09-09,4.0,4.0,1.48,33
2024-09-10,2.63,3.0,1.64,27
2024-09-11,3.92,4.0,2.11,38
2024-09-12,3.19,3.0,1.78,48
2024-09-13,3.53,3.0,2.5,53
2024-09-14,3.61,3.0,1.79,38
2024-09-15,3.65,3.0,1.77,23
2024-09-16,3.26,2.0,2.21,27
2024-09-17,3.23,3.0,2.11,31
2024-09-18,3.32,3.0,2.37,41
2024-09-19,3.09,3.0,1.96,33
2024-09-20,3.27,3.0,1.88,41
2024-09-21,3.42,3.0,2.18,26
2024-09-22,3.5,3.0,2.47,26
2024-09-23,3.56,3.0,1.78,25
2024-09-24,4.7,4.0,2.79,98
2024-09-25,3.06,2.0,2.13,49
2024-09-26,2.81,2.0,2.65,43
2024-09-27,3.67,3.0,2.61,48
2024-09-28,3.75,3.0,2.57,32
2024-09-29,2.14,2.0,1.42,22
2024-09-30,2.91,3.0,1.97,11
2024-10-01,3.71,4.0,1.85,21
2024-10-02,3.42,3.0,2.39,31
2024-10-03,2.74,3.0,1.52,19
2024-10-04,3.27,3.0,1.71,37
2024-10-05,3.13,4.0,2.06,30
2024-10-06,3.94,4.0,1.91,66
2024-10-07,3.7,3.0,2.2,20
2024-10-08,2.92,2.0,2.52,40
2024-10-09,3.25,2.0,2.53,36
2024-10-10,2.87,2.0,1.84,23
2024-10-11,3.83,4.0,2.2,30
2024-10-12,3.09,3.0,1.89,33
2024-10-13,3.89,4.0,1.81,28
2024-10-14,2.79,3.0,1.5,24
2024-10-15,3.83,4.0,2.38,41
2024-10-16,3.26,3.0,2.3,38
2024-10-17,3.1,3.0,2.44,39
2024-10-18,3.55,4.0,2.35,49
2024-10-19,3.59,4.0,1.44,37
2024-10-20,2.85,3.0,1.74,34
2024-10-21,3.0,3.0,1.85,33
2024-10-22,3.83,4.0,2.11,35
2024-10-23,2.97,3.0,1.72,29
2024-10-24,3.76,4.0,1.92,34
2024-10-25,3.33,3.0,1.58,24
2024-10-26,2.44,2.0,1.87,27
2024-10-27,4.0,4.0,1.57,31
2024-10-28,3.85,4.0,1.97,27
2024-10-29,4.04,4.0,2.03,26
2024-10-30,3.82,4.0,1.77,34
2024-10-31,3.03,3.0,1.92,35
2024-11-01,3.5,4.0,1.91,46
2024-11-02,3.31,3.0,1.95,35
2024-11-03,4.0,4.0,2.18,17
2024-11-04,3.45,4.0,1.41,22
2024-11-05,2.89,3.0,1.84,18
2024-11-06,3.38,3.0,2.28,24
2024-11-07,2.58,2.0,1.41,38
2024-11-08,2.79,3.0,1.3,34
2024-11-09,2.83,3.0,1.4,47
2024-11-10,2.83,3.0,2.07,18
2024-11-11,3.0,3.0,1.47,24
2024-11-12,3.54,3.0,2.5,13
2024-11-13,3.18,3.0,1.81,17
2024-11-14,2.4,2.0,1.75,42
2024-11-15,2.58,2.0,1.59,45
2024-11-16,5.38,5.0,1.51,61
2024-11-17,4.06,4.0,2.24,52
2024-11-18,4.97,5.0,2.39,35
2024-11-19,4.0,4.0,2.59,31
2024-11-20,5.09,5.0,2.47,44
2024-11-21,4.24,4.0,2.33,33
2024-11-22,3.39,2.0,2.42,38
2024-11-23,3.4,3.0,2.12,43
2024-11-24,3.67,3.0,2.43,39
2024-11-25,4.22,4.0,2.34,36
2024-11-26,3.62,3.0,2.29,48
2024-11-27,4.24,4.0,2.26,42
2024-11-28,3.68,4.0,2.26,50
2024-11-29,3.34,3.0,2.22,35
2024-11-30,3.76,4.0,1.85,37
2024-12-01,3.77,4.0,2.39,30
2024-12-02,4.0,4.0,2.78,17
2024-12-03,2.8,2.0,2.11,30
2024-12-04,3.33,3.0,2.37,33
2024-12-05,3.27,3.0,2.4,33
2024-12-06,4.37,6.0,2.17,35
2024-12-07,2.52,2.0,1.87,27
2024-12-08,3.38,3.0,1.36,26
2024-12-09,3.19,3.0,1.63,26
2024-12-10,3.14,4.0,1.59,21
2024-12-11,3.93,4.0,2.04,27
2024-12-12,4.14,4.0,2.17,29
2024-12-13,3.68,4.0,1.6,37
2024-12-14,3.16,3.5,1.65,32
2024-12-15,2.85,3.0,1.66,27
2024-12-16,4.16,4.0,2.67,19
2024-12-17,2.64,2.0,1.45,33
2024-12-18,2.45,2.0,1.71,31
2024-12-19,3.8,4.0,2.2,41
2024-12-20,3.76,4.0,1.32,37
2024-12-21,3.7,4.0,2.33,61
2024-12-22,3.19,3.0,1.88,70
2024-12-23,2.83,3.0,1.61,24
2024-12-24,4.18,4.0,2.4,44
2024-12-25,3.3,3.5,1.64,46
2024-12-26,3.45,3.0,1.67,42
2024-12-27,3.46,4.0,1.74,35
2024-12-28,2.78,2.0,1.44,23
2024-12-29,3.03,2.5,2.3,38
2024-12-30,2.83,3.0,1.8,23
2024-12-31,3.27,3.5,1.42,44
2025-01-01,3.13,3.0,1.45,31
2025-01-02,2.14,2.0,1.46,22
2025-01-03,3.65,4.0,1.25,37
2025-01-04,3.79,4.0,1.51,42
2025-01-05,3.18,3.0,1.51,57
2025-01-06,3.41,3.0,1.92,22
2025-01-07,3.63,3.5,1.52,30
2025-01-08,3.42,3.0,2.32,19
2025-01-09,2.48,2.0,1.91,31
2025-01-10,3.05,3.0,1.68,38
2025-01-11,2.85,3.0,1.21,40
2025-01-12,2.86,2.0,1.85,21
2025-01-13,3.06,3.0,1.94,36
2025-01-14,3.31,2.5,2.33,26
2025-01-15,2.45,2.0,1.77,22
2025-01-16,2.52,3.0,1.44,21
2025-01-17,3.55,3.0,1.5,29
2025-01-18,4.39,4.0,2.83,18
2025-01-19,3.0,2.0,2.19,11
2025-01-20,2.37,2.0,1.36,57
2025-01-21,2.7,3.0,1.77,27
2025-01-22,2.38,2.0,1.24,24
2025-01-23,3.18,3.0,1.75,38
2025-01-24,1.95,2.0,1.18,37
2025-01-25,2.0,2.0,1.56,10
2025-01-26,3.33,3.0,1.84,30
2025-01-27,3.41,3.0,1.89,34
2025-01-28,3.19,3.0,1.86,21
2025-01-29,3.3,3.0,1.94,33
2025-01-30,2.88,3.0,1.54,33
2025-01-31,3.33,3.0,1.71,52
2025-02-01,2.32,2.0,1.38,25
2025-02-02,3.78,4.0,1.45,32
2025-02-03,2.84,2.5,2.24,32
2025-02-04,2.17,2.0,1.53,23
2025-02-05,2.31,2.0,2.05,32
2025-02-06,3.29,3.0,1.81,41
2025-02-07,3.61,3.5,2.46,36
2025-02-08,2.18,2.0,1.38,33
2025-02-09,2.33,2.0,1.72,36
2025-02-10,2.03,2.0,1.32,35
2025-02-11,2.08,2.0,1.57,51
2025-02-12,2.03,2.0,1.43,31
2025-02-13,2.9,3.0,1.79,30
2025-02-14,2.21,2.0,1.43,52
2025-02-15,1.98,2.0,1.44,49
2025-02-16,2.43,2.0,1.65,47
2025-02-17,1.73,2.0,1.21,55
2025-02-18,2.45,2.0,2.0,42
2025-02-19,2.09,2.0,1.26,34
2025-02-20,1.89,2.0,1.43,35
2025-02-21,2.06,2.0,1.63,31
2025-02-22,2.36,2.0,1.38,45
2025-02-23,2.15,2.0,1.69,54
2025-02-24,2.28,2.0,2.02,32
2025-02-25,2.36,2.0,1.31,39
2025-02-26,2.47,2.0,2.09,38
2025-02-27,2.24,2.0,1.51,49
2025-02-28,2.23,2.0,1.76,53
2025-03-01,2.34,2.0,1.82,47
2025-03-02,2.23,2.0,1.78,48
2025-03-03,1.71,2.0,1.29,34
2025-03-04,3.33,3.0,1.99,45
2025-03-05,2.8,3.0,1.65,44
2025-03-06,3.19,3.0,1.89,36
2025-03-07,3.19,3.0,2.07,37
2025-03-08,2.82,3.0,1.74,44
2025-03-09,2.64,2.0,1.44,47
2025-03-10,1.89,2.0,1.59,38
2025-03-11,2.65,2.0,1.72,40
2025-03-12,2.46,2.0,2.01,46
2025-03-13,2.42,2.0,1.35,43
2025-03-14,2.63,2.0,2.24,38
2025-03-15,2.42,2.0,1.95,33
2025-03-16,2.59,2.0,1.42,27
2025-03-17,2.0,2.0,1.28,56
2025-03-18,2.95,3.0,2.36,37
2025-03-19,2.76,2.0,1.79,45
2025-03-20,2.9,3.0,1.73,58
2025-03-21,3.16,3.0,2.09,38
2025-03-22,1.76,1.0,1.4,38
2025-03-23,2.51,3.0,1.88,35
2025-03-24,1.43,1.0,1.33,35
2025-03-25,2.88,3.0,1.73,41
2025-03-26,2.86,3.0,1.21,37
2025-03-27,2.87,2.0,1.96,23
2025-03-28,3.74,3.0,1.92,35
2025-03-29,3.0,3.0,1.72,49
2025-03-30,3.35,3.0,1.62,26
2025-03-31,2.88,3.0,1.86,25
2025-04-01,2.64,2.5,1.65,14
2025-04-02,2.5,2.0,1.88,20
2025-04-03,2.79,3.0,1.29,33
2025-04-04,3.54,4.0,1.68,39
2025-04-05,2.6,2.0,1.65,35
2025-04-06,3.0,3.0,1.36,27
2025-04-07,3.09,3.0,1.53,23
2025-04-08,3.29,3.0,1.74,28
2025-04-09,2.97,3.0,2.01,29
2025-04-10,1.91,2.0,1.33,34
2025-04-11,3.38,3.0,1.86,40
2025-04-12,3.54,3.0,1.24,35
2025-04-13,3.09,3.0,1.68,44
2025-04-14,2.18,2.0,1.25,28
2025-04-15,3.21,2.0,2.27,19
2025-04-16,1.72,1.0,1.6,36
2025-04-17,2.81,3.0,1.66,54
2025-04-18,1.2,1.0,1.2,50
2025-04-19,1.98,2.0,1.54,51
2025-04-20,1.81,2.0,1.17,31
2025-04-21,2.33,2.0,2.35,12
2025-04-22,2.53,2.0,1.63,83
2025-04-23,3.16,3.0,2.07,31
2025-04-24,2.74,2.0,2.09,39
2025-04-25,3.0,3.0,1.39,28
2025-04-26,2.71,2.0,1.81,35
2025-04-27,2.58,2.0,2.34,26
2025-04-28,3.25,3.0,2.44,24
2025-04-29,0.93,1.0,1.14,43
2025-04-30,2.02,2.0,1.86,46
2025-05-01,2.0,2.0,1.62,24
2025-05-02,2.82,3.0,1.72,28
2025-05-03,5.11,4.0,2.72,27
2025-05-04,3.17,3.0,2.08,47
2025-05-05,3.07,3.0,1.44,27
2025-05-06,2.15,2.0,2.16,27
2025-05-07,2.19,1.0,1.81,21
2025-05-08,2.43,3.0,1.44,37
2025-05-09,1.53,1.0,1.28,36
2025-05-10,1.88,1.0,2.0,41
2025-05-11,2.56,2.0,1.83,63
2025-05-12,2.59,3.0,1.37,17
2025-05-13,2.24,2.0,1.5,34
2025-05-14,1.91,2.0,1.6,34
2025-05-15,1.94,2.0,1.48,33
2025-05-16,2.06,2.0,1.41,31
2025-05-17,2.92,2.0,2.25,49
2025-05-18,1.81,2.0,1.28,43
2025-05-19,2.04,2.0,1.33,23
2025-05-20,2.4,2.0,1.08,25
2025-05-21,2.15,2.0,1.78,26
2025-05-22,2.17,2.0,1.79,24
2025-05-23,2.36,2.0,2.15,28
2025-05-24,4.11,4.0,2.29,36
2025-05-25,3.56,3.0,2.48,34
2025-05-26,3.05,3.0,1.86,41
2025-05-27,3.05,3.0,1.88,40
